type1,type2,Red,Orange,Yellow,Green,Cyan,Blue,Purple,Pink,White,Gray,Black,Brown
Electric,Steel,24.0,0.0,38.0,0.0,0.0,1170.0,0.0,0.0,142.0,210.0,346.0,8.0
Normal,None,255.0,0.0,137.0,0.0,0.0,0.0,0.0,1537.0,40.0,11.0,159.0,0.0
Ground,Rock,3.0,571.0,0.0,0.0,0.0,500.0,545.0,0.0,224.0,1189.0,438.0,113.0
Grass,None,0.0,0.0,0.0,0.0,0.0,2248.0,0.0,202.0,0.0,263.0,519.0,0.0
Electric,None,45.0,0.0,1463.0,0.0,0.0,0.0,0.0,0.0,361.0,678.0,391.0,0.0
Fire,None,1290.0,0.0,754.0,0.0,0.0,0.0,0.0,146.0,32.0,122.0,396.0,184.0
Fairy,Flying,32.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0,1192.0,0.0,151.0,14.0
Bug,Flying,470.0,0.0,0.0,480.0,0.0,0.0,0.0,8.0,96.0,236.0,290.0,63.0
Grass,None,0.0,27.0,0.0,97.0,374.0,0.0,0.0,0.0,521.0,9.0,196.0,43.0
Ice,None,0.0,0.0,0.0,0.0,276.0,827.0,0.0,0.0,2.0,0.0,197.0,0.0
Ground,Flying,93.0,0.0,21.0,0.0,0.0,1787.0,0.0,7.0,0.0,97.0,320.0,0.0
Ice,Ground,0.0,0.0,0.0,0.0,0.0,202.0,0.0,68.0,2034.0,310.0,274.0,774.0
Normal,None,85.0,0.0,20.0,0.0,0.0,343.0,0.0,148.0,8.0,0.0,117.0,0.0
Psychic,Fighting,39.0,0.0,0.0,324.0,167.0,167.0,0.0,0.0,359.0,0.0,243.0,20.0
Rock,Steel,941.0,0.0,0.0,0.0,0.0,1208.0,0.0,108.0,20.0,0.0,251.0,25.0
Ghost,None,6.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,88.0,1515.0,341.0,0.0
Ice,Ghost,77.0,3.0,6.0,0.0,0.0,291.0,60.0,0.0,174.0,55.0,127.0,20.0
Electric,Ghost,114.0,80.0,0.0,0.0,495.0,18.0,0.0,0.0,13.0,0.0,21.0,0.0
Electric,Flying,237.0,305.0,903.0,0.0,0.0,0.0,0.0,0.0,62.0,216.0,116.0,0.0
Electric,Ice,771.0,977.0,0.0,0.0,0.0,4.0,842.0,0.0,64.0,12.0,320.0,0.0
Electric,Fire,1013.0,253.0,0.0,0.0,0.0,0.0,0.0,21.0,55.0,98.0,121.0,0.0
Electric,Grass,292.0,301.0,0.0,659.0,0.0,0.0,0.0,0.0,86.0,145.0,240.0,0.0
Electric,Water,584.0,503.0,0.0,0.0,0.0,860.0,0.0,0.0,45.0,134.0,116.0,0.0
Psychic,None,18.0,0.0,86.0,0.0,0.0,314.0,0.0,9.0,253.0,95.0,115.0,0.0
Psychic,None,18.0,0.0,7.0,0.0,0.0,402.0,0.0,405.0,0.0,161.0,109.0,0.0
Psychic,None,23.0,0.0,8.0,0.0,0.0,597.0,0.0,13.0,0.0,89.0,127.0,0.0
Steel,Dragon,3.0,0.0,0.0,0.0,0.0,2226.0,0.0,0.0,754.0,0.0,401.0,0.0
Water,Dragon,8.0,0.0,0.0,0.0,0.0,0.0,473.0,17.0,1923.0,739.0,175.0,0.0
Fire,Steel,331.0,124.0,0.0,0.0,0.0,0.0,0.0,223.0,573.0,703.0,328.0,102.0
Normal,None,16.0,0.0,579.0,137.0,333.0,528.0,0.0,0.0,1539.0,49.0,327.0,0.0
Ghost,Dragon,306.0,0.0,974.0,0.0,0.0,1186.0,0.0,0.0,556.0,608.0,227.0,60.0
Ghost,Dragon,393.0,0.0,924.0,0.0,0.0,1021.0,0.0,0.0,88.0,1314.0,64.0,137.0
Psychic,None,0.0,0.0,263.0,0.0,0.0,373.0,145.0,685.0,308.0,0.0,214.0,0.0
Water,None,8.0,0.0,0.0,0.0,231.0,463.0,0.0,2.0,5.0,4.0,125.0,0.0
Water,None,8.0,8.0,35.0,0.0,189.0,465.0,0.0,2.0,2.0,0.0,112.0,0.0
Dark,None,190.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,281.0,1031.0,431.0,0.0
Grass,None,0.0,0.0,18.0,375.0,0.0,0.0,0.0,98.0,56.0,33.0,89.0,0.0
Grass,Flying,130.0,0.0,0.0,294.0,0.0,0.0,0.0,25.0,186.0,199.0,103.0,0.0
Normal,None,2.0,0.0,573.0,37.0,0.0,161.0,0.0,0.0,962.0,258.0,333.0,0.0
Psychic,Fire,65.0,222.0,24.0,0.0,0.0,45.0,0.0,0.0,418.0,34.0,131.0,81.0
Grass,None,0.0,9.0,139.0,330.0,0.0,0.0,0.0,0.0,113.0,0.0,108.0,4.0
Grass,None,5.0,0.0,238.0,455.0,0.0,0.0,0.0,0.0,196.0,0.0,88.0,5.0
Grass,None,0.0,9.0,192.0,1924.0,0.0,0.0,0.0,0.0,53.0,11.0,272.0,0.0
Fire,None,67.0,259.0,29.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,115.0,58.0
Fire,Fighting,190.0,464.0,170.0,0.0,0.0,0.0,0.0,0.0,18.0,91.0,361.0,458.0
Fire,Fighting,715.0,239.0,696.0,0.0,0.0,0.0,0.0,0.0,85.0,730.0,1053.0,15.0
Water,None,0.0,27.0,11.0,0.0,138.0,77.0,0.0,0.0,76.0,87.0,67.0,0.0
Water,None,10.0,0.0,33.0,0.0,372.0,180.0,0.0,0.0,23.0,148.0,255.0,5.0
Water,None,6.0,0.0,0.0,0.0,261.0,974.0,0.0,0.0,793.0,131.0,444.0,0.0
Normal,None,32.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,27.0,130.0,189.0
Normal,None,25.0,47.0,147.0,0.0,0.0,0.0,0.0,205.0,160.0,67.0,217.0,288.0
Normal,None,3.0,0.0,57.0,0.0,0.0,27.0,0.0,0.0,461.0,14.0,62.0,278.0
Normal,None,0.0,0.0,0.0,0.0,58.0,432.0,0.0,0.0,398.0,11.0,237.0,320.0
Normal,None,0.0,213.0,0.0,0.0,136.0,433.0,0.0,0.0,1330.0,175.0,253.0,166.0
Dark,None,0.0,0.0,0.0,9.0,0.0,0.0,90.0,514.0,144.0,0.0,183.0,0.0
Dark,None,0.0,0.0,390.0,3.0,0.0,0.0,942.0,59.0,1.0,0.0,175.0,0.0
Grass,None,0.0,1.0,0.0,529.0,0.0,0.0,0.0,11.0,210.0,13.0,156.0,40.0
Grass,None,0.0,31.0,0.0,1125.0,0.0,0.0,0.0,0.0,270.0,35.0,398.0,61.0
Fire,None,434.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,6.0,149.0,133.0
Fire,None,991.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,56.0,292.0,202.0
Water,None,0.0,14.0,0.0,0.0,455.0,123.0,0.0,0.0,205.0,4.0,140.0,57.0
Water,None,0.0,14.0,0.0,0.0,843.0,116.0,0.0,0.0,418.0,10.0,269.0,104.0
Psychic,None,10.0,0.0,0.0,0.0,0.0,0.0,80.0,531.0,41.0,0.0,65.0,0.0
Psychic,None,22.0,0.0,0.0,0.0,0.0,600.0,0.0,1494.0,0.0,6.0,99.0,0.0
Normal,Flying,35.0,8.0,13.0,0.0,0.0,7.0,0.0,13.0,126.0,378.0,93.0,0.0
Normal,Flying,73.0,0.0,29.0,0.0,0.0,0.0,0.0,13.0,170.0,576.0,181.0,0.0
Normal,Flying,171.0,0.0,13.0,126.0,49.0,425.0,0.0,183.0,196.0,243.0,358.0,0.0
Electric,None,0.0,0.0,6.0,0.0,8.0,1.0,0.0,0.0,72.0,661.0,241.0,0.0
Electric,None,0.0,0.0,6.0,0.0,5.0,5.0,0.0,0.0,323.0,916.0,450.0,0.0
Rock,None,0.0,20.0,23.0,0.0,0.0,178.0,0.0,0.0,74.0,0.0,121.0,43.0
Rock,None,335.0,0.0,26.0,0.0,0.0,995.0,0.0,0.0,0.0,0.0,258.0,13.0
Rock,None,1148.0,0.0,10.0,0.0,0.0,1324.0,0.0,0.0,0.0,52.0,399.0,0.0
Psychic,Flying,46.0,0.0,0.0,0.0,14.0,486.0,0.0,44.0,0.0,133.0,254.0,0.0
Psychic,Flying,0.0,0.0,0.0,0.0,227.0,40.0,0.0,85.0,352.0,983.0,245.0,49.0
Ground,None,38.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,208.0,790.0,202.0,0.0
Ground,Steel,223.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1467.0,601.0,348.0,64.0
Normal,None,0.0,0.0,0.0,0.0,0.0,20.0,0.0,537.0,727.0,13.0,135.0,71.0
Fighting,None,0.0,0.0,124.0,0.0,0.0,0.0,0.0,118.0,328.0,188.0,149.0,150.0
Fighting,None,599.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,490.0,276.0,285.0,0.0
Fighting,None,26.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,906.0,1571.0,380.0,122.0
Water,None,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,169.0,173.0,87.0,3.0
Water,Ground,0.0,0.0,0.0,0.0,291.0,146.0,0.0,0.0,319.0,397.0,124.0,12.0
Water,Ground,25.0,0.0,0.0,0.0,1186.0,542.0,0.0,0.0,2.0,630.0,362.0,0.0
Fighting,None,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,304.0,218.0,0.0
Fighting,None,0.0,0.0,0.0,0.0,543.0,483.0,0.0,0.0,11.0,416.0,288.0,0.0
Bug,Grass,0.0,43.0,122.0,304.0,0.0,0.0,0.0,0.0,57.0,10.0,111.0,0.0
Bug,Grass,0.0,0.0,98.0,683.0,47.0,0.0,0.0,0.0,11.0,0.0,140.0,0.0
Bug,Grass,2.0,0.0,248.0,625.0,38.0,0.0,0.0,7.0,21.0,0.0,294.0,0.0
Bug,Poison,412.0,1.0,11.0,19.0,76.0,0.0,0.0,87.0,0.0,131.0,206.0,0.0
Bug,Poison,0.0,0.0,7.0,0.0,0.0,161.0,795.0,117.0,0.0,128.0,207.0,0.0
Bug,Poison,240.0,0.0,5.0,0.0,0.0,509.0,216.0,1189.0,0.0,0.0,453.0,0.0
Grass,Fairy,0.0,18.0,0.0,188.0,0.0,0.0,0.0,0.0,340.0,134.0,75.0,0.0
Grass,Fairy,0.0,10.0,0.0,199.0,0.0,0.0,0.0,10.0,1801.0,0.0,148.0,0.0
Grass,None,4.0,0.0,0.0,532.0,0.0,0.0,0.0,2.0,23.0,0.0,130.0,0.0
Grass,None,213.0,0.0,123.0,1279.0,0.0,0.0,0.0,0.0,26.0,0.0,319.0,89.0
Water,None,0.0,0.0,0.0,318.0,47.0,98.0,0.0,0.0,134.0,151.0,136.0,0.0
Water,None,63.0,0.0,0.0,313.0,48.0,33.0,0.0,0.0,132.0,207.0,152.0,0.0
Ground,Dark,0.0,0.0,98.0,0.0,0.0,0.0,0.0,34.0,216.0,112.0,214.0,66.0
Ground,Dark,0.0,0.0,208.0,0.0,0.0,0.0,0.0,154.0,357.0,303.0,375.0,89.0
Ground,Dark,553.0,0.0,0.0,0.0,0.0,417.0,0.0,684.0,417.0,247.0,718.0,104.0
Fire,None,423.0,83.0,108.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,130.0,0.0
Ice,None,0.0,0.0,0.0,0.0,102.0,99.0,0.0,0.0,369.0,57.0,128.0,0.0
Fire,None,1075.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,341.0,30.0,198.0,63.0
Ice,None,0.0,0.0,0.0,0.0,85.0,254.0,0.0,0.0,1683.0,127.0,274.0,0.0
Fire,Psychic,0.0,12.0,0.0,0.0,614.0,309.0,0.0,0.0,43.0,16.0,156.0,11.0
Ice,Fire,271.0,203.0,0.0,84.0,0.0,0.0,0.0,0.0,1027.0,94.0,188.0,60.0
Grass,None,0.0,0.0,193.0,783.0,399.0,0.0,0.0,250.0,0.0,0.0,215.0,0.0
Bug,Rock,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,445.0,134.0,0.0
Bug,Rock,155.0,136.0,346.0,0.0,0.0,0.0,0.0,0.0,2382.0,15.0,209.0,0.0
Dark,Fighting,46.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,127.0,31.0,141.0,0.0
Dark,Fighting,247.0,311.0,396.0,0.0,0.0,0.0,0.0,0.0,9.0,104.0,245.0,58.0
Psychic,Flying,101.0,0.0,551.0,83.0,71.0,244.0,0.0,18.0,0.0,464.0,588.0,38.0
Ghost,None,39.0,123.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,425.0,153.0,0.0
Ground,Ghost,34.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,68.0,456.0,159.0,0.0
Ghost,None,37.0,181.0,549.0,0.0,407.0,0.0,0.0,0.0,6.0,1427.0,273.0,0.0
Water,Rock,0.0,0.0,0.0,0.0,8.0,906.0,0.0,11.0,7.0,0.0,163.0,0.0
Water,Rock,0.0,0.0,0.0,0.0,95.0,1921.0,0.0,0.0,1.0,0.0,344.0,0.0
Rock,Flying,120.0,0.0,201.0,0.0,0.0,241.0,0.0,0.0,143.0,22.0,243.0,151.0
Rock,Flying,105.0,0.0,461.0,0.0,216.0,859.0,0.0,6.0,181.0,21.0,490.0,138.0
Poison,None,0.0,0.0,0.0,469.0,0.0,3.0,0.0,11.0,84.0,0.0,127.0,0.0
Poison,None,0.0,0.0,0.0,1024.0,130.0,0.0,0.0,155.0,1600.0,48.0,355.0,0.0
Dark,None,156.0,0.0,0.0,0.0,10.0,705.0,0.0,0.0,0.0,0.0,193.0,0.0
Dark,None,601.0,0.0,0.0,0.0,6.0,524.0,0.0,71.0,2.0,529.0,320.0,0.0
Normal,None,29.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1062.0,169.0,181.0,0.0
Normal,None,39.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1136.0,278.0,233.0,0.0
Psychic,None,4.0,0.0,0.0,0.0,0.0,18.0,0.0,171.0,43.0,129.0,138.0,6.0
Psychic,None,4.0,0.0,0.0,0.0,0.0,13.0,0.0,34.0,107.0,601.0,230.0,6.0
Psychic,None,2.0,0.0,0.0,0.0,0.0,7.0,0.0,78.0,111.0,1333.0,332.0,7.0
Psychic,None,21.0,0.0,21.0,335.0,0.0,0.0,0.0,0.0,127.0,60.0,58.0,0.0
Psychic,None,10.0,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,228.0,0.0,89.0,7.0
Psychic,None,53.0,0.0,16.0,1588.0,0.0,0.0,0.0,0.0,361.0,0.0,175.0,55.0
Water,Flying,0.0,0.0,26.0,0.0,220.0,201.0,0.0,0.0,59.0,0.0,67.0,0.0
Water,Flying,0.0,0.0,13.0,0.0,0.0,265.0,0.0,0.0,206.0,113.0,176.0,0.0
Ice,None,0.0,0.0,0.0,0.0,39.0,163.0,0.0,0.0,64.0,0.0,33.0,0.0
Ice,None,0.0,0.0,0.0,0.0,108.0,411.0,0.0,0.0,96.0,0.0,63.0,0.0
Ice,None,0.0,0.0,0.0,0.0,92.0,687.0,63.0,0.0,198.0,0.0,80.0,0.0
Normal,Grass,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,410.0,19.0,143.0,76.0
Normal,Grass,38.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,287.0,352.0,535.0
Electric,Flying,37.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,65.0,281.0,246.0,0.0
Bug,None,0.0,4.0,172.0,0.0,28.0,243.0,0.0,0.0,0.0,169.0,65.0,0.0
Bug,Steel,739.0,3.0,59.0,0.0,0.0,143.0,0.0,0.0,598.0,375.0,290.0,0.0
Grass,Poison,16.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,385.0,0.0,83.0,84.0
Grass,Poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,587.0,319.0,217.0,616.0
Water,Ghost,4.0,0.0,0.0,0.0,329.0,792.0,0.0,0.0,217.0,0.0,184.0,0.0
Water,Ghost,10.0,0.0,0.0,0.0,774.0,750.0,0.0,0.0,984.0,0.0,248.0,0.0
Water,None,387.0,0.0,7.0,0.0,31.0,0.0,0.0,1073.0,26.0,0.0,103.0,0.0
Bug,Electric,0.0,0.0,597.0,16.0,0.0,64.0,0.0,0.0,8.0,0.0,107.0,0.0
Bug,Electric,0.0,0.0,825.0,0.0,0.0,353.0,0.0,0.0,115.0,169.0,237.0,0.0
Grass,Steel,0.0,4.0,4.0,180.0,0.0,0.0,0.0,0.0,142.0,224.0,93.0,0.0
Grass,Steel,0.0,5.0,15.0,456.0,0.0,0.0,0.0,0.0,434.0,526.0,283.0,0.0
Steel,None,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,290.0,386.0,116.0,0.0
Steel,None,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,351.0,1202.0,226.0,0.0
Steel,None,12.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,661.0,1215.0,366.0,22.0
Electric,None,11.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,324.0,32.0,30.0,0.0
Electric,None,275.0,0.0,139.0,0.0,589.0,0.0,0.0,0.0,306.0,0.0,166.0,0.0
Electric,None,180.0,0.0,246.0,0.0,987.0,474.0,0.0,0.0,473.0,21.0,337.0,0.0
Psychic,None,7.0,0.0,6.0,65.0,541.0,0.0,0.0,0.0,0.0,93.0,102.0,0.0
Psychic,None,8.0,0.0,4.0,60.0,0.0,0.0,0.0,0.0,761.0,100.0,137.0,279.0
Ghost,Fire,0.0,0.0,16.0,0.0,0.0,161.0,0.0,0.0,235.0,29.0,98.0,0.0
Ghost,Fire,0.0,0.0,24.0,0.0,0.0,78.0,0.0,0.0,119.0,469.0,249.0,0.0
Ghost,Fire,0.0,0.0,22.0,0.0,0.0,553.0,0.0,0.0,94.0,403.0,307.0,0.0
Dragon,None,12.0,0.0,0.0,669.0,0.0,0.0,0.0,0.0,4.0,0.0,124.0,0.0
Dragon,None,223.0,0.0,0.0,479.0,0.0,0.0,0.0,45.0,0.0,763.0,241.0,0.0
Dragon,None,268.0,0.0,742.0,489.0,0.0,361.0,0.0,8.0,0.0,310.0,441.0,0.0
Ice,None,0.0,0.0,0.0,0.0,333.0,92.0,0.0,0.0,62.0,20.0,93.0,0.0
Ice,None,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0,1925.0,78.0,265.0,0.0
Ice,None,0.0,0.0,0.0,0.0,116.0,1999.0,0.0,0.0,142.0,0.0,401.0,0.0
Bug,None,125.0,0.0,0.0,9.0,0.0,112.0,0.0,0.0,247.0,286.0,127.0,0.0
Bug,None,296.0,0.0,0.0,96.0,0.0,854.0,0.0,35.0,71.0,0.0,185.0,0.0
Ground,Electric,492.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,150.0,150.0
Ground,Steel,24.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,47.0,652.0,117.0,145.0
Fighting,None,34.0,0.0,83.0,0.0,0.0,0.0,0.0,295.0,370.0,7.0,92.0,0.0
Fighting,None,3.0,32.0,0.0,0.0,0.0,0.0,439.0,136.0,683.0,21.0,207.0,4.0
Dragon,None,262.0,0.0,75.0,0.0,0.0,1495.0,0.0,267.0,68.0,8.0,486.0,0.0
Ground,Ghost,0.0,59.0,0.0,0.0,1286.0,0.0,0.0,0.0,219.0,0.0,221.0,78.0
Ground,Ghost,0.0,160.0,0.0,0.0,2502.0,98.0,0.0,0.0,357.0,0.0,310.0,180.0
Dark,Steel,263.0,4.0,0.0,0.0,0.0,32.0,0.0,0.0,3.0,301.0,197.0,0.0
Dark,Steel,410.0,0.0,110.0,0.0,0.0,87.0,0.0,0.0,412.0,268.0,308.0,0.0
Normal,None,0.0,232.0,61.0,0.0,0.0,0.0,0.0,0.0,1155.0,81.0,317.0,245.0
Normal,Flying,28.0,0.0,53.0,0.0,0.0,222.0,0.0,0.0,530.0,0.0,137.0,0.0
Normal,Flying,1115.0,0.0,201.0,0.0,0.0,1384.0,0.0,0.0,277.0,0.0,465.0,0.0
Dark,Flying,2.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,321.0,209.0,275.0,438.0
Dark,Flying,1.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,500.0,270.0,534.0,584.0
Fire,None,390.0,39.0,248.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,309.0,504.0
Bug,Steel,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,443.0,265.0,0.0
Dark,Dragon,9.0,0.0,0.0,0.0,0.0,237.0,0.0,87.0,0.0,406.0,177.0,0.0
Dark,Dragon,3.0,0.0,0.0,0.0,0.0,350.0,0.0,194.0,9.0,923.0,303.0,0.0
Dark,Dragon,59.0,0.0,0.0,0.0,0.0,569.0,0.0,921.0,2.0,952.0,322.0,0.0
Bug,Fire,213.0,80.0,20.0,0.0,4.0,4.0,0.0,0.0,118.0,141.0,110.0,0.0
Bug,Fire,928.0,651.0,0.0,0.0,197.0,8.0,0.0,0.0,349.0,432.0,129.0,0.0
Steel,Fighting,0.0,0.0,50.0,0.0,816.0,0.0,0.0,0.0,540.0,242.0,263.0,0.0
Rock,Fighting,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,1736.0,516.0,418.0,108.0
Grass,Fighting,0.0,0.0,0.0,967.0,0.0,0.0,0.0,112.0,206.0,129.0,155.0,0.0
Flying,None,0.0,0.0,9.0,584.0,0.0,0.0,701.0,0.0,527.0,99.0,439.0,57.0
Flying,None,4.0,0.0,0.0,1095.0,0.0,0.0,1000.0,0.0,235.0,95.0,310.0,31.0
Electric,Flying,0.0,13.0,0.0,0.0,0.0,898.0,0.0,0.0,432.0,585.0,451.0,0.0
Electric,Flying,0.0,6.0,0.0,0.0,0.0,1273.0,0.0,0.0,218.0,290.0,594.0,0.0
Dragon,Fire,0.0,0.0,0.0,0.0,0.0,1127.0,0.0,0.0,1395.0,0.0,547.0,0.0
Dragon,Electric,7.0,0.0,0.0,0.0,8.0,1148.0,0.0,0.0,1.0,1245.0,1903.0,0.0
Ground,Flying,417.0,376.0,12.0,0.0,0.0,0.0,0.0,0.0,1121.0,148.0,359.0,206.0
Ground,Flying,907.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,994.0,178.0,332.0,407.0
Dragon,Ice,0.0,0.0,30.0,0.0,0.0,1637.0,0.0,0.0,147.0,745.0,225.0,0.0
Dragon,Ice,0.0,0.0,50.0,1786.0,0.0,0.0,0.0,0.0,806.0,987.0,1025.0,0.0
Dragon,Ice,0.0,0.0,24.0,1093.0,0.0,0.0,0.0,0.0,1506.0,272.0,546.0,0.0
Water,Fighting,287.0,0.0,0.0,0.0,109.0,422.0,0.0,0.0,374.0,4.0,262.0,0.0
Water,Fighting,451.0,22.0,50.0,25.0,121.0,487.0,0.0,0.0,235.0,31.0,251.0,0.0
Normal,Psychic,0.0,0.0,0.0,377.0,54.0,0.0,0.0,7.0,264.0,181.0,122.0,0.0
Normal,Fighting,341.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,289.0,325.0,161.0,91.0
Bug,Steel,27.0,0.0,30.0,0.0,0.0,0.0,1226.0,345.0,0.0,3.0,366.0,14.0
Grass,None,12.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0,331.0,0.0,180.0,0.0
Grass,None,65.0,332.0,0.0,705.0,0.0,0.0,0.0,0.0,48.0,30.0,101.0,285.0
Grass,Fighting,80.0,135.0,0.0,628.0,0.0,0.0,0.0,0.0,1780.0,56.0,401.0,222.0
Fire,None,314.0,0.0,459.0,0.0,0.0,0.0,0.0,0.0,123.0,16.0,158.0,0.0
Fire,None,323.0,24.0,562.0,0.0,0.0,0.0,0.0,0.0,185.0,98.0,391.0,0.0
Fire,Psychic,2142.0,39.0,666.0,0.0,0.0,0.0,0.0,0.0,109.0,20.0,346.0,0.0
Water,None,0.0,0.0,0.0,0.0,339.0,6.0,0.0,0.0,238.0,47.0,133.0,0.0
Water,None,0.0,0.0,21.0,0.0,371.0,416.0,0.0,0.0,265.0,80.0,211.0,0.0
Water,Dark,0.0,0.0,0.0,0.0,51.0,908.0,0.0,377.0,388.0,55.0,285.0,0.0
Water,Dark,232.0,0.0,0.0,0.0,135.0,1187.0,0.0,267.0,199.0,0.0,415.0,0.0
Normal,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,694.0,231.0,178.0,0.0
Normal,Ground,0.0,0.0,225.0,0.0,0.0,0.0,0.0,6.0,1269.0,329.0,246.0,558.0
Normal,Flying,171.0,0.0,4.0,0.0,0.0,138.0,0.0,0.0,39.0,122.0,167.0,0.0
Fire,Flying,182.0,89.0,345.0,0.0,0.0,202.0,0.0,0.0,36.0,82.0,320.0,0.0
Fire,Flying,553.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,640.0,591.0,461.0,0.0
Bug,None,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,410.0,94.0,0.0
Bug,None,26.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,465.0,254.0,79.0,0.0
Bug,Flying,5.0,0.0,34.0,0.0,70.0,0.0,0.0,1422.0,247.0,726.0,317.0,0.0
Fire,Normal,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,494.0,164.0,0.0
Fire,Normal,726.0,0.0,588.0,0.0,4.0,0.0,0.0,0.0,633.0,0.0,336.0,221.0
Fairy,None,341.0,0.0,188.0,108.0,0.0,0.0,0.0,0.0,215.0,58.0,143.0,76.0
Fairy,None,275.0,0.0,52.0,129.0,119.0,0.0,0.0,0.0,212.0,65.0,174.0,52.0
Fairy,None,102.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,212.0,418.0,316.0,55.0
Fairy,None,300.0,0.0,12.0,0.0,947.0,0.0,0.0,390.0,189.0,77.0,403.0,0.0
Grass,None,0.0,49.0,0.0,0.0,270.0,0.0,0.0,0.0,618.0,79.0,213.0,0.0
Grass,None,71.0,0.0,0.0,536.0,0.0,0.0,0.0,0.0,805.0,179.0,415.0,20.0
Fighting,None,0.0,0.0,0.0,17.0,0.0,101.0,0.0,0.0,282.0,241.0,126.0,0.0
Fighting,Dark,0.0,0.0,0.0,23.0,0.0,178.0,0.0,0.0,841.0,1861.0,435.0,0.0
Normal,None,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1140.0,294.0,279.0,0.0
Psychic,None,0.0,0.0,0.0,0.0,0.0,8.0,0.0,26.0,397.0,306.0,31.0,0.0
Psychic,None,4.0,0.0,18.0,0.0,0.0,359.0,0.0,0.0,840.0,145.0,188.0,0.0
Psychic,None,0.0,0.0,0.0,6.0,20.0,801.0,0.0,0.0,386.0,80.0,186.0,0.0
Steel,Ghost,0.0,0.0,0.0,0.0,119.0,336.0,0.0,0.0,399.0,122.0,150.0,0.0
Steel,Ghost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,677.0,173.0,255.0,0.0
Steel,Ghost,0.0,0.0,463.0,0.0,0.0,308.0,0.0,0.0,884.0,326.0,274.0,0.0
Steel,Ghost,0.0,0.0,423.0,0.0,0.0,383.0,0.0,0.0,565.0,263.0,271.0,0.0
Fairy,None,56.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,108.0,62.0,99.0,0.0
Fairy,None,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1278.0,92.0,55.0,202.0,0.0
Fairy,None,24.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,617.0,0.0,85.0,0.0
Fairy,None,296.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,439.0,0.0,139.0,0.0
Dark,Psychic,0.0,0.0,0.0,0.0,0.0,255.0,0.0,248.0,364.0,62.0,141.0,0.0
Dark,Psychic,0.0,0.0,0.0,0.0,44.0,1410.0,340.0,174.0,694.0,0.0,310.0,0.0
